account_id,year_and_month,mrr_amount,previous_mrr,movement_type
A-1e50e0,2023-07,0.0,0.0,NoChange
A-1e50e0,2023-08,0.0,0.0,NoChange
A-1e50e0,2023-09,0.0,0.0,NoChange
A-1e50e0,2023-10,0.0,0.0,NoChange
A-1e50e0,2023-11,0.0,0.0,NoChange
A-1e50e0,2023-12,0.0,0.0,NoChange
A-1e50e0,2024-01,0.0,0.0,NoChange
A-1e50e0,2024-02,0.0,0.0,NoChange
A-1e50e0,2024-03,4802.0,0.0,New
A-1e50e0,2024-04,0.0,4802.0,Churn
A-1e50e0,2024-05,931.0,0.0,New
A-1e50e0,2024-06,0.0,931.0,Churn
A-1e50e0,2024-07,0.0,0.0,NoChange
A-1e50e0,2024-08,0.0,0.0,NoChange
A-1e50e0,2024-09,3781.0,0.0,New
A-1e50e0,2024-10,0.0,3781.0,Churn
A-1e50e0,2024-11,0.0,0.0,NoChange
A-1e50e0,2024-12,0.0,0.0,NoChange
A-1e6fc3,2023-01,0.0,,Inactive
A-1e6fc3,2023-02,0.0,0.0,NoChange
A-1e6fc3,2023-03,0.0,0.0,NoChange
A-1e6fc3,2023-04,0.0,0.0,NoChange
A-1e6fc3,2023-05,0.0,0.0,NoChange
A-1e6fc3,2023-06,0.0,0.0,NoChange
A-1e6fc3,2023-07,0.0,0.0,NoChange
A-1e6fc3,2023-08,0.0,0.0,NoChange
A-1e6fc3,2023-09,0.0,0.0,NoChange
A-1e6fc3,2023-10,0.0,0.0,NoChange
A-1e6fc3,2023-11,0.0,0.0,NoChange
A-1e6fc3,2023-12,0.0,0.0,NoChange
A-1e6fc3,2024-01,0.0,0.0,NoChange
A-1e6fc3,2024-02,0.0,0.0,NoChange
A-1e6fc3,2024-03,0.0,0.0,NoChange
A-1e6fc3,2024-04,245.0,0.0,New
A-1e6fc3,2024-05,0.0,245.0,Churn
A-1e6fc3,2024-06,0.0,0.0,NoChange
A-1e6fc3,2024-07,0.0,0.0,NoChange
A-1e6fc3,2024-08,0.0,0.0,NoChange
A-1e6fc3,2024-09,0.0,0.0,NoChange
A-1e6fc3,2024-10,0.0,0.0,NoChange
A-1e6fc3,2024-11,0.0,0.0,NoChange
A-1e6fc3,2024-12,199.0,0.0,New
A-1f0636,2023-01,0.0,,Inactive
A-1f0636,2023-02,0.0,0.0,NoChange
A-1f0636,2023-03,0.0,0.0,NoChange
A-1f0636,2023-04,0.0,0.0,NoChange
A-1f0636,2023-05,0.0,0.0,NoChange
A-1f0636,2023-06,0.0,0.0,NoChange
A-1f0636,2023-07,0.0,0.0,NoChange
A-1f0636,2023-08,0.0,0.0,NoChange
A-1f0636,2023-09,0.0,0.0,NoChange
A-1f0636,2023-10,0.0,0.0,NoChange
A-1f0636,2023-11,0.0,0.0,NoChange
A-1f0636,2023-12,0.0,0.0,NoChange
A-1f0636,2024-01,0.0,0.0,NoChange
A-1f0636,2024-02,0.0,0.0,NoChange
A-1f0636,2024-03,0.0,0.0,NoChange
A-1f0636,2024-04,20895.0,0.0,New
A-1f0636,2024-05,20895.0,20895.0,NoChange
A-1f0636,2024-06,26040.0,20895.0,Expansion
A-1f0636,2024-07,1995.0,26040.0,Contraction
A-1f0636,2024-08,0.0,1995.0,Churn
A-1f0636,2024-09,1995.0,0.0,New
A-1f0636,2024-10,1995.0,1995.0,NoChange
A-1f0636,2024-11,20895.0,1995.0,Expansion
A-1f0636,2024-12,0.0,20895.0,Churn
A-1f0ac7,2023-01,0.0,,Inactive
A-1f0ac7,2023-02,0.0,0.0,NoChange
A-1f0ac7,2023-03,0.0,0.0,NoChange
A-1f0ac7,2023-04,0.0,0.0,NoChange
A-1f0ac7,2023-05,0.0,0.0,NoChange
A-1f0ac7,2023-06,0.0,0.0,NoChange
A-1f0ac7,2023-07,0.0,0.0,NoChange
A-1f0ac7,2023-08,0.0,0.0,NoChange
A-1f0ac7,2023-09,0.0,0.0,NoChange
A-1f0ac7,2023-10,0.0,0.0,NoChange
A-1f0ac7,2023-11,0.0,0.0,NoChange
A-1f0ac7,2023-12,1176.0,0.0,New
A-1f0ac7,2024-01,0.0,1176.0,Churn
A-1f0ac7,2024-02,4776.0,0.0,New
A-1f0ac7,2024-03,0.0,4776.0,Churn
A-1f0ac7,2024-04,646.0,0.0,New
A-1f0ac7,2024-05,893.0,646.0,Expansion
A-1f0ac7,2024-06,0.0,893.0,Churn
A-1f0ac7,2024-07,0.0,0.0,NoChange
A-1f0ac7,2024-08,0.0,0.0,NoChange
A-1f0ac7,2024-09,0.0,0.0,NoChange
A-1f0ac7,2024-10,0.0,0.0,NoChange
A-1f0ac7,2024-11,608.0,0.0,New
A-1f0ac7,2024-12,1176.0,608.0,Expansion
A-1f559b,2023-01,0.0,,Inactive
A-1f559b,2023-02,0.0,0.0,NoChange
A-1f559b,2023-03,0.0,0.0,NoChange
A-1f559b,2023-04,0.0,0.0,NoChange
A-1f559b,2023-05,0.0,0.0,NoChange
A-1f559b,2023-06,0.0,0.0,NoChange
A-1f559b,2023-07,0.0,0.0,NoChange
A-1f559b,2023-08,0.0,0.0,NoChange
A-1f559b,2023-09,0.0,0.0,NoChange
A-1f559b,2023-10,0.0,0.0,NoChange
A-1f559b,2023-11,0.0,0.0,NoChange
A-1f559b,2023-12,549.0,0.0,New
A-1f559b,2024-01,0.0,549.0,Churn
A-1f559b,2024-02,5421.0,0.0,New
A-1f559b,2024-03,0.0,5421.0,Churn
A-1f559b,2024-04,2891.0,0.0,New
A-1f559b,2024-05,0.0,2891.0,Churn
A-1f559b,2024-06,1690.0,0.0,New
A-1f559b,2024-07,1015.0,1690.0,Contraction
A-1f559b,2024-08,0.0,1015.0,Churn
A-1f559b,2024-09,0.0,0.0,NoChange
A-1f559b,2024-10,190.0,0.0,New
A-1f559b,2024-11,0.0,190.0,Churn
A-1f559b,2024-12,0.0,0.0,NoChange
A-1f7acb,2023-01,0.0,,Inactive
A-1f7acb,2023-02,0.0,0.0,NoChange
A-1f7acb,2023-03,0.0,0.0,NoChange
A-1f7acb,2023-04,0.0,0.0,NoChange
A-1f7acb,2023-05,0.0,0.0,NoChange
A-1f7acb,2023-06,0.0,0.0,NoChange
A-1f7acb,2023-07,0.0,0.0,NoChange
A-1f7acb,2023-08,0.0,0.0,NoChange
A-1f7acb,2023-09,12736.0,0.0,New
A-1f7acb,2023-10,2432.0,12736.0,Contraction
A-1f7acb,2023-11,0.0,2432.0,Churn
A-1f7acb,2023-12,0.0,0.0,NoChange
A-1f7acb,2024-01,0.0,0.0,NoChange
A-1f7acb,2024-02,0.0,0.0,NoChange
A-1f7acb,2024-03,0.0,0.0,NoChange
A-1f7acb,2024-04,0.0,0.0,NoChange
A-1f7acb,2024-05,0.0,0.0,NoChange
A-1f7acb,2024-06,0.0,0.0,NoChange
A-1f7acb,2024-07,15872.0,0.0,New
A-1f7acb,2024-08,3136.0,15872.0,Contraction
A-1f7acb,2024-09,12736.0,3136.0,Expansion
A-1f7acb,2024-10,0.0,12736.0,Churn
A-1f7acb,2024-11,0.0,0.0,NoChange
A-1f7acb,2024-12,0.0,0.0,NoChange
A-202b67,2023-01,0.0,,Inactive
A-202b67,2023-02,0.0,0.0,NoChange
A-202b67,2023-03,0.0,0.0,NoChange
A-202b67,2023-04,0.0,0.0,NoChange
A-202b67,2023-05,0.0,0.0,NoChange
A-202b67,2023-06,0.0,0.0,NoChange
A-202b67,2023-07,0.0,0.0,NoChange
A-202b67,2023-08,0.0,0.0,NoChange
A-202b67,2023-09,0.0,0.0,NoChange
A-202b67,2023-10,0.0,0.0,NoChange
A-202b67,2023-11,0.0,0.0,NoChange
A-202b67,2023-12,0.0,0.0,NoChange
A-202b67,2024-01,0.0,0.0,NoChange
A-202b67,2024-02,0.0,0.0,NoChange
A-202b67,2024-03,539.0,0.0,New
A-202b67,2024-04,0.0,539.0,Churn
A-202b67,2024-05,3528.0,0.0,New
A-202b67,2024-06,4975.0,3528.0,Expansion
A-202b67,2024-07,2398.0,4975.0,Contraction
A-202b67,2024-08,418.0,2398.0,Contraction
A-202b67,2024-09,539.0,418.0,Expansion
A-202b67,2024-10,5771.0,539.0,Expansion
A-202b67,2024-11,0.0,5771.0,Churn
A-202b67,2024-12,0.0,0.0,NoChange
A-20736a,2023-01,0.0,,Inactive
A-20736a,2023-02,0.0,0.0,NoChange
A-20736a,2023-03,0.0,0.0,NoChange
A-20736a,2023-04,0.0,0.0,NoChange
A-20736a,2023-05,0.0,0.0,NoChange
A-20736a,2023-06,0.0,0.0,NoChange
A-20736a,2023-07,0.0,0.0,NoChange
A-20736a,2023-08,0.0,0.0,NoChange
A-20736a,2023-09,0.0,0.0,NoChange
A-20736a,2023-10,0.0,0.0,NoChange
A-20736a,2023-11,0.0,0.0,NoChange
A-20736a,2023-12,0.0,0.0,NoChange
A-20736a,2024-01,0.0,0.0,NoChange
A-20736a,2024-02,0.0,0.0,NoChange
A-20736a,2024-03,0.0,0.0,NoChange
A-20736a,2024-04,0.0,0.0,NoChange
A-20736a,2024-05,2450.0,0.0,New
A-20736a,2024-06,0.0,2450.0,Churn
A-20736a,2024-07,0.0,0.0,NoChange
A-20736a,2024-08,2450.0,0.0,New
A-20736a,2024-09,9950.0,2450.0,Expansion
A-20736a,2024-10,15725.0,9950.0,Expansion
A-20736a,2024-11,9950.0,15725.0,Contraction
A-20736a,2024-12,0.0,9950.0,Churn
A-22d9d2,2023-01,0.0,,Inactive
A-22d9d2,2023-02,0.0,0.0,NoChange
A-22d9d2,2023-03,0.0,0.0,NoChange
A-22d9d2,2023-04,0.0,0.0,NoChange
A-22d9d2,2023-05,0.0,0.0,NoChange
A-22d9d2,2023-06,0.0,0.0,NoChange
A-22d9d2,2023-07,0.0,0.0,NoChange
A-22d9d2,2023-08,0.0,0.0,NoChange
A-22d9d2,2023-09,0.0,0.0,NoChange
A-22d9d2,2023-10,0.0,0.0,NoChange
A-22d9d2,2023-11,0.0,0.0,NoChange
A-22d9d2,2023-12,0.0,0.0,NoChange
A-22d9d2,2024-01,0.0,0.0,NoChange
A-22d9d2,2024-02,0.0,0.0,NoChange
A-22d9d2,2024-03,152.0,0.0,New
A-22d9d2,2024-04,2842.0,152.0,Expansion
A-22d9d2,2024-05,0.0,2842.0,Churn
A-22d9d2,2024-06,2646.0,0.0,New
A-22d9d2,2024-07,1984.0,2646.0,Contraction
A-22d9d2,2024-08,1470.0,1984.0,Contraction
A-22d9d2,2024-09,0.0,1470.0,Churn
A-22d9d2,2024-10,4900.0,0.0,New
A-22d9d2,2024-11,3184.0,4900.0,Contraction
A-22d9d2,2024-12,1568.0,3184.0,Contraction
A-22f2df,2023-01,0.0,,Inactive
A-22f2df,2023-02,0.0,0.0,NoChange
A-22f2df,2023-03,0.0,0.0,NoChange
A-22f2df,2023-04,0.0,0.0,NoChange
A-22f2df,2023-05,0.0,0.0,NoChange
A-22f2df,2023-06,0.0,0.0,NoChange
A-22f2df,2023-07,0.0,0.0,NoChange
A-22f2df,2023-08,0.0,0.0,NoChange
A-22f2df,2023-09,0.0,0.0,NoChange
A-22f2df,2023-10,0.0,0.0,NoChange
A-22f2df,2023-11,0.0,0.0,NoChange
A-22f2df,2023-12,0.0,0.0,NoChange
A-22f2df,2024-01,0.0,0.0,NoChange
A-22f2df,2024-02,0.0,0.0,NoChange
A-22f2df,2024-03,0.0,0.0,NoChange
A-22f2df,2024-04,0.0,0.0,NoChange
A-22f2df,2024-05,0.0,0.0,NoChange
A-22f2df,2024-06,0.0,0.0,NoChange
A-22f2df,2024-07,0.0,0.0,NoChange
A-22f2df,2024-08,0.0,0.0,NoChange
A-22f2df,2024-09,0.0,0.0,NoChange
A-22f2df,2024-10,0.0,0.0,NoChange
A-22f2df,2024-11,0.0,0.0,NoChange
A-22f2df,2024-12,7451.0,0.0,New
A-241e75,2023-01,0.0,,Inactive
A-241e75,2023-02,0.0,0.0,NoChange
A-241e75,2023-03,0.0,0.0,NoChange
A-241e75,2023-04,0.0,0.0,NoChange
A-241e75,2023-05,0.0,0.0,NoChange
A-241e75,2023-06,0.0,0.0,NoChange
A-241e75,2023-07,0.0,0.0,NoChange
A-241e75,2023-08,0.0,0.0,NoChange
A-241e75,2023-09,0.0,0.0,NoChange
A-241e75,2023-10,0.0,0.0,NoChange
A-241e75,2023-11,0.0,0.0,NoChange
A-241e75,2023-12,0.0,0.0,NoChange
A-241e75,2024-01,0.0,0.0,NoChange
A-241e75,2024-02,0.0,0.0,NoChange
A-241e75,2024-03,0.0,0.0,NoChange
A-241e75,2024-04,0.0,0.0,NoChange
A-241e75,2024-05,0.0,0.0,NoChange
A-241e75,2024-06,0.0,0.0,NoChange
A-241e75,2024-07,2254.0,0.0,New
A-241e75,2024-08,342.0,2254.0,Contraction
A-241e75,2024-09,903.0,342.0,Expansion
A-241e75,2024-10,95.0,903.0,Contraction
A-241e75,2024-11,0.0,95.0,Churn
A-241e75,2024-12,0.0,0.0,NoChange
A-2446e3,2023-01,0.0,,Inactive
A-2446e3,2023-02,0.0,0.0,NoChange
A-2446e3,2023-03,0.0,0.0,NoChange
A-2446e3,2023-04,0.0,0.0,NoChange
A-2446e3,2023-05,0.0,0.0,NoChange
A-2446e3,2023-06,0.0,0.0,NoChange
A-2446e3,2023-07,0.0,0.0,NoChange
A-2446e3,2023-08,0.0,0.0,NoChange
A-2446e3,2023-09,0.0,0.0,NoChange
A-2446e3,2023-10,0.0,0.0,NoChange
A-2446e3,2023-11,0.0,0.0,NoChange
A-2446e3,2023-12,0.0,0.0,NoChange
A-2446e3,2024-01,1323.0,0.0,New
A-2446e3,2024-02,0.0,1323.0,Churn
A-2446e3,2024-03,0.0,0.0,NoChange
A-2446e3,2024-04,5373.0,0.0,New
A-2446e3,2024-05,0.0,5373.0,Churn
A-2446e3,2024-06,0.0,0.0,NoChange
A-2446e3,2024-07,1323.0,0.0,New
A-2446e3,2024-08,0.0,1323.0,Churn
A-2446e3,2024-09,5373.0,0.0,New
A-2446e3,2024-10,5373.0,5373.0,NoChange
A-2446e3,2024-11,0.0,5373.0,Churn
A-2446e3,2024-12,5373.0,0.0,New
A-249769,2023-01,0.0,,Inactive
A-249769,2023-02,0.0,0.0,NoChange
A-249769,2023-03,0.0,0.0,NoChange
A-249769,2023-04,0.0,0.0,NoChange
A-249769,2023-05,0.0,0.0,NoChange
A-249769,2023-06,0.0,0.0,NoChange
A-249769,2023-07,0.0,0.0,NoChange
A-249769,2023-08,0.0,0.0,NoChange
A-249769,2023-09,0.0,0.0,NoChange
A-249769,2023-10,0.0,0.0,NoChange
A-249769,2023-11,0.0,0.0,NoChange
A-249769,2023-12,0.0,0.0,NoChange
A-249769,2024-01,0.0,0.0,NoChange
A-249769,2024-02,0.0,0.0,NoChange
A-249769,2024-03,0.0,0.0,NoChange
A-249769,2024-04,0.0,0.0,NoChange
A-249769,2024-05,0.0,0.0,NoChange
A-249769,2024-06,824.0,0.0,New
A-249769,2024-07,95.0,824.0,Contraction
A-249769,2024-08,12613.0,95.0,Expansion
A-249769,2024-09,1195.0,12613.0,Contraction
A-249769,2024-10,686.0,1195.0,Contraction
A-249769,2024-11,304.0,686.0,Contraction
A-249769,2024-12,0.0,304.0,Churn
A-271f46,2023-01,0.0,,Inactive
A-271f46,2023-02,0.0,0.0,NoChange
A-271f46,2023-03,722.0,0.0,New
A-271f46,2023-04,0.0,722.0,Churn
A-271f46,2023-05,0.0,0.0,NoChange
A-271f46,2023-06,0.0,0.0,NoChange
A-271f46,2023-07,722.0,0.0,New
A-271f46,2023-08,0.0,722.0,Churn
A-271f46,2023-09,0.0,0.0,NoChange
A-271f46,2023-10,0.0,0.0,NoChange
A-271f46,2023-11,0.0,0.0,NoChange
A-271f46,2023-12,0.0,0.0,NoChange
A-271f46,2024-01,0.0,0.0,NoChange
A-271f46,2024-02,0.0,0.0,NoChange
A-271f46,2024-03,0.0,0.0,NoChange
A-271f46,2024-04,0.0,0.0,NoChange
A-271f46,2024-05,7562.0,0.0,New
A-271f46,2024-06,722.0,7562.0,Contraction
A-271f46,2024-07,0.0,722.0,Churn
A-271f46,2024-08,0.0,0.0,NoChange
A-271f46,2024-09,0.0,0.0,NoChange
A-271f46,2024-10,722.0,0.0,New
A-271f46,2024-11,9154.0,722.0,Expansion
A-271f46,2024-12,0.0,9154.0,Churn
A-2789e3,2023-01,0.0,,Inactive
A-2789e3,2023-02,0.0,0.0,NoChange
A-2789e3,2023-03,0.0,0.0,NoChange
A-2789e3,2023-04,0.0,0.0,NoChange
A-2789e3,2023-05,0.0,0.0,NoChange
A-2789e3,2023-06,0.0,0.0,NoChange
A-2789e3,2023-07,0.0,0.0,NoChange
A-2789e3,2023-08,0.0,0.0,NoChange
A-2789e3,2023-09,0.0,0.0,NoChange
A-2789e3,2023-10,0.0,0.0,NoChange
A-2789e3,2023-11,0.0,0.0,NoChange
A-2789e3,2023-12,0.0,0.0,NoChange
A-2789e3,2024-01,0.0,0.0,NoChange
A-2789e3,2024-02,0.0,0.0,NoChange
A-2789e3,2024-03,0.0,0.0,NoChange
A-2789e3,2024-04,0.0,0.0,NoChange
A-2789e3,2024-05,0.0,0.0,NoChange
A-2789e3,2024-06,0.0,0.0,NoChange
A-2789e3,2024-07,0.0,0.0,NoChange
A-2789e3,2024-08,0.0,0.0,NoChange
A-2789e3,2024-09,627.0,0.0,New
A-2789e3,2024-10,3025.0,627.0,Expansion
A-2789e3,2024-11,14328.0,3025.0,Expansion
A-2789e3,2024-12,6509.0,14328.0,Contraction
A-2922b6,2023-01,0.0,,Inactive
A-2922b6,2023-02,0.0,0.0,NoChange
A-2922b6,2023-03,0.0,0.0,NoChange
A-2922b6,2023-04,0.0,0.0,NoChange
A-2922b6,2023-05,0.0,0.0,NoChange
A-2922b6,2023-06,0.0,0.0,NoChange
A-2922b6,2023-07,0.0,0.0,NoChange
A-2922b6,2023-08,0.0,0.0,NoChange
A-2922b6,2023-09,0.0,0.0,NoChange
A-2922b6,2023-10,0.0,0.0,NoChange
A-2922b6,2023-11,0.0,0.0,NoChange
A-2922b6,2023-12,0.0,0.0,NoChange
A-2922b6,2024-01,0.0,0.0,NoChange
A-2922b6,2024-02,0.0,0.0,NoChange
A-2922b6,2024-03,0.0,0.0,NoChange
A-2922b6,2024-04,0.0,0.0,NoChange
A-2922b6,2024-05,0.0,0.0,NoChange
A-2922b6,2024-06,0.0,0.0,NoChange
A-2922b6,2024-07,0.0,0.0,NoChange
A-2922b6,2024-08,0.0,0.0,NoChange
A-2922b6,2024-09,0.0,0.0,NoChange
A-2922b6,2024-10,0.0,0.0,NoChange
A-2922b6,2024-11,0.0,0.0,NoChange
A-2922b6,2024-12,10669.0,0.0,New
A-296d7c,2023-01,0.0,,Inactive
A-296d7c,2023-02,0.0,0.0,NoChange
A-296d7c,2023-03,0.0,0.0,NoChange
A-296d7c,2023-04,0.0,0.0,NoChange
A-296d7c,2023-05,0.0,0.0,NoChange
A-296d7c,2023-06,0.0,0.0,NoChange
A-296d7c,2023-07,0.0,0.0,NoChange
A-296d7c,2023-08,0.0,0.0,NoChange
A-296d7c,2023-09,0.0,0.0,NoChange
A-296d7c,2023-10,0.0,0.0,NoChange
A-296d7c,2023-11,0.0,0.0,NoChange
A-296d7c,2023-12,0.0,0.0,NoChange
A-296d7c,2024-01,114.0,0.0,New
A-296d7c,2024-02,0.0,114.0,Churn
A-296d7c,2024-03,0.0,0.0,NoChange
A-296d7c,2024-04,361.0,0.0,New
A-296d7c,2024-05,0.0,361.0,Churn
A-296d7c,2024-06,38.0,0.0,New
A-296d7c,2024-07,0.0,38.0,Churn
A-296d7c,2024-08,784.0,0.0,New
A-296d7c,2024-09,0.0,784.0,Churn
A-296d7c,2024-10,0.0,0.0,NoChange
A-296d7c,2024-11,692.0,0.0,New
A-296d7c,2024-12,0.0,692.0,Churn
A-297a2d,2023-01,0.0,,Inactive
A-297a2d,2023-02,0.0,0.0,NoChange
A-297a2d,2023-03,0.0,0.0,NoChange
A-297a2d,2023-04,0.0,0.0,NoChange
A-297a2d,2023-05,0.0,0.0,NoChange
A-297a2d,2023-06,0.0,0.0,NoChange
A-297a2d,2023-07,0.0,0.0,NoChange
A-297a2d,2023-08,7164.0,0.0,New
A-297a2d,2023-09,0.0,7164.0,Churn
A-297a2d,2023-10,0.0,0.0,NoChange
A-297a2d,2023-11,0.0,0.0,NoChange
A-297a2d,2023-12,0.0,0.0,NoChange
A-297a2d,2024-01,0.0,0.0,NoChange
A-297a2d,2024-02,0.0,0.0,NoChange
A-297a2d,2024-03,1323.0,0.0,New
A-297a2d,2024-04,0.0,1323.0,Churn
A-297a2d,2024-05,0.0,0.0,NoChange
A-297a2d,2024-06,0.0,0.0,NoChange
A-297a2d,2024-07,0.0,0.0,NoChange
A-297a2d,2024-08,513.0,0.0,New
A-297a2d,2024-09,0.0,513.0,Churn
A-297a2d,2024-10,0.0,0.0,NoChange
A-297a2d,2024-11,5373.0,0.0,New
A-297a2d,2024-12,0.0,5373.0,Churn
A-2b9d3e,2023-01,0.0,,Inactive
A-2b9d3e,2023-02,0.0,0.0,NoChange
A-2b9d3e,2023-03,0.0,0.0,NoChange
A-2b9d3e,2023-04,0.0,0.0,NoChange
A-2b9d3e,2023-05,0.0,0.0,NoChange
A-2b9d3e,2023-06,0.0,0.0,NoChange
A-2b9d3e,2023-07,0.0,0.0,NoChange
A-2b9d3e,2023-08,0.0,0.0,NoChange
A-2b9d3e,2023-09,209.0,0.0,New
A-2b9d3e,2023-10,0.0,209.0,Churn
A-2b9d3e,2023-11,995.0,0.0,New
A-2b9d3e,2023-12,0.0,995.0,Churn
A-2b9d3e,2024-01,0.0,0.0,NoChange
A-2b9d3e,2024-02,0.0,0.0,NoChange
A-2b9d3e,2024-03,882.0,0.0,New
A-2b9d3e,2024-04,19.0,882.0,Contraction
A-2b9d3e,2024-05,0.0,19.0,Churn
A-2b9d3e,2024-06,0.0,0.0,NoChange
A-2b9d3e,2024-07,0.0,0.0,NoChange
A-2b9d3e,2024-08,532.0,0.0,New
A-2b9d3e,2024-09,0.0,532.0,Churn
A-2b9d3e,2024-10,0.0,0.0,NoChange
A-2b9d3e,2024-11,2107.0,0.0,New
A-2b9d3e,2024-12,398.0,2107.0,Contraction
A-2bc93d,2023-01,0.0,,Inactive
A-2bc93d,2023-02,0.0,0.0,NoChange
A-2bc93d,2023-03,0.0,0.0,NoChange
A-2bc93d,2023-04,0.0,0.0,NoChange
A-2bc93d,2023-05,0.0,0.0,NoChange
A-2bc93d,2023-06,0.0,0.0,NoChange
A-2bc93d,2023-07,3166.0,0.0,New
A-2bc93d,2023-08,7960.0,3166.0,Expansion
A-2bc93d,2023-09,0.0,7960.0,Churn
A-2bc93d,2023-10,0.0,0.0,NoChange
A-2bc93d,2023-11,3980.0,0.0,New
A-2bc93d,2023-12,7960.0,3980.0,Expansion
A-2bc93d,2024-01,0.0,7960.0,Churn
A-2bc93d,2024-02,686.0,0.0,New
A-2bc93d,2024-03,1805.0,686.0,Expansion
A-2bc93d,2024-04,1519.0,1805.0,Contraction
A-2bc93d,2024-05,0.0,1519.0,Churn
A-2bc93d,2024-06,0.0,0.0,NoChange
A-2bc93d,2024-07,0.0,0.0,NoChange
A-2bc93d,2024-08,0.0,0.0,NoChange
A-2bc93d,2024-09,3603.0,0.0,New
A-2bc93d,2024-10,0.0,3603.0,Churn
A-2bc93d,2024-11,0.0,0.0,NoChange
A-2bc93d,2024-12,1715.0,0.0,New
A-2d1036,2023-01,0.0,,Inactive
A-2d1036,2023-02,0.0,0.0,NoChange
A-2d1036,2023-03,0.0,0.0,NoChange
A-2d1036,2023-04,0.0,0.0,NoChange
A-2d1036,2023-05,0.0,0.0,NoChange
A-2d1036,2023-06,0.0,0.0,NoChange
A-2d1036,2023-07,0.0,0.0,NoChange
A-2d1036,2023-08,0.0,0.0,NoChange
A-2d1036,2023-09,0.0,0.0,NoChange
A-2d1036,2023-10,0.0,0.0,NoChange
A-2d1036,2023-11,0.0,0.0,NoChange
A-2d1036,2023-12,0.0,0.0,NoChange
A-2d1036,2024-01,0.0,0.0,NoChange
A-2d1036,2024-02,0.0,0.0,NoChange
A-2d1036,2024-03,0.0,0.0,NoChange
A-2d1036,2024-04,0.0,0.0,NoChange
A-2d1036,2024-05,0.0,0.0,NoChange
A-2d1036,2024-06,0.0,0.0,NoChange
A-2d1036,2024-07,28773.0,0.0,New
A-2d1036,2024-08,6762.0,28773.0,Contraction
A-2d1036,2024-09,10695.0,6762.0,Expansion
A-2d1036,2024-10,13731.0,10695.0,Expansion
A-2d1036,2024-11,1311.0,13731.0,Contraction
A-2d1036,2024-12,3381.0,1311.0,Expansion
A-2d4502,2023-01,0.0,,Inactive
A-2d4502,2023-02,0.0,0.0,NoChange
A-2d4502,2023-03,0.0,0.0,NoChange
A-2d4502,2023-04,0.0,0.0,NoChange
A-2d4502,2023-05,0.0,0.0,NoChange
A-2d4502,2023-06,0.0,0.0,NoChange
A-2d4502,2023-07,0.0,0.0,NoChange
A-2d4502,2023-08,0.0,0.0,NoChange
A-2d4502,2023-09,0.0,0.0,NoChange
A-2d4502,2023-10,0.0,0.0,NoChange
A-2d4502,2023-11,0.0,0.0,NoChange
A-2d4502,2023-12,0.0,0.0,NoChange
A-2d4502,2024-01,0.0,0.0,NoChange
A-2d4502,2024-02,0.0,0.0,NoChange
A-2d4502,2024-03,0.0,0.0,NoChange
A-2d4502,2024-04,392.0,0.0,New
A-2d4502,2024-05,0.0,392.0,Churn
A-2d4502,2024-06,0.0,0.0,NoChange
A-2d4502,2024-07,9318.0,0.0,New
A-2d4502,2024-08,1393.0,9318.0,Contraction
A-2d4502,2024-09,4378.0,1393.0,Expansion
A-2d4502,2024-10,0.0,4378.0,Churn
A-2d4502,2024-11,6236.0,0.0,New
A-2d4502,2024-12,7354.0,6236.0,Expansion
A-2e3bad,2023-01,0.0,,Inactive
A-2e3bad,2023-02,0.0,0.0,NoChange
A-2e3bad,2023-03,0.0,0.0,NoChange
A-2e3bad,2023-04,0.0,0.0,NoChange
A-2e3bad,2023-05,0.0,0.0,NoChange
A-2e3bad,2023-06,0.0,0.0,NoChange
A-2e3bad,2023-07,0.0,0.0,NoChange
A-2e3bad,2023-08,12139.0,0.0,New
A-2e3bad,2023-09,0.0,12139.0,Churn
A-2e3bad,2023-10,0.0,0.0,NoChange
A-2e3bad,2023-11,0.0,0.0,NoChange
A-2e3bad,2023-12,0.0,0.0,NoChange
A-2e3bad,2024-01,5978.0,0.0,New
A-2e3bad,2024-02,0.0,5978.0,Churn
A-2e3bad,2024-03,0.0,0.0,NoChange
A-2e3bad,2024-04,1159.0,0.0,New
A-2e3bad,2024-05,0.0,1159.0,Churn
A-2e3bad,2024-06,12139.0,0.0,New
A-2e3bad,2024-07,0.0,12139.0,Churn
A-2e3bad,2024-08,0.0,0.0,NoChange
A-2e3bad,2024-09,12139.0,0.0,New
A-2e3bad,2024-10,1159.0,12139.0,Contraction
A-2e3bad,2024-11,0.0,1159.0,Churn
A-2e3bad,2024-12,1159.0,0.0,New
A-2e4581,2023-01,0.0,,Inactive
A-2e4581,2023-02,0.0,0.0,NoChange
A-2e4581,2023-03,0.0,0.0,NoChange
A-2e4581,2023-04,0.0,0.0,NoChange
A-2e4581,2023-05,0.0,0.0,NoChange
A-2e4581,2023-06,0.0,0.0,NoChange
A-2e4581,2023-07,0.0,0.0,NoChange
A-2e4581,2023-08,0.0,0.0,NoChange
A-2e4581,2023-09,0.0,0.0,NoChange
A-2e4581,2023-10,0.0,0.0,NoChange
A-2e4581,2023-11,0.0,0.0,NoChange
A-2e4581,2023-12,0.0,0.0,NoChange
A-2e4581,2024-01,0.0,0.0,NoChange
A-2e4581,2024-02,0.0,0.0,NoChange
A-2e4581,2024-03,0.0,0.0,NoChange
